GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
Id,Id2,Geography,Estimate; Median age -- - Total:,Margin of Error; Median age -- - Total:,Estimate; Median age -- - Male,Margin of Error; Median age -- - Male,Estimate; Median age -- - Female,Margin of Error; Median age -- - Female
1500000US370810125101,370810125101,"Block Group 1, Census Tract 125.10, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810125102,370810125102,"Block Group 2, Census Tract 125.10, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810125111,370810125111,"Block Group 1, Census Tract 125.11, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810125112,370810125112,"Block Group 2, Census Tract 125.11, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810125113,370810125113,"Block Group 3, Census Tract 125.11, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810125114,370810125114,"Block Group 4, Census Tract 125.11, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126011,370810126011,"Block Group 1, Census Tract 126.01, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126012,370810126012,"Block Group 2, Census Tract 126.01, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126013,370810126013,"Block Group 3, Census Tract 126.01, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126014,370810126014,"Block Group 4, Census Tract 126.01, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126041,370810126041,"Block Group 1, Census Tract 126.04, Guilford County, North Carolina",2.7,0.3,2.4,0.3,-,**
1500000US370810126042,370810126042,"Block Group 2, Census Tract 126.04, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126043,370810126043,"Block Group 3, Census Tract 126.04, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126044,370810126044,"Block Group 4, Census Tract 126.04, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126071,370810126071,"Block Group 1, Census Tract 126.07, Guilford County, North Carolina",20.9,23.0,20.7,15.6,36.4,0.3
1500000US370810126081,370810126081,"Block Group 1, Census Tract 126.08, Guilford County, North Carolina",20.2,14.9,22.8,5.3,8.3,6.1
1500000US370810126091,370810126091,"Block Group 1, Census Tract 126.09, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126092,370810126092,"Block Group 2, Census Tract 126.09, Guilford County, North Carolina",21.3,19.2,22.4,18.9,21.1,24.4
1500000US370810126093,370810126093,"Block Group 3, Census Tract 126.09, Guilford County, North Carolina",38.2,56.9,-,**,38.2,56.9
1500000US370810126094,370810126094,"Block Group 4, Census Tract 126.09, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126101,370810126101,"Block Group 1, Census Tract 126.10, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126102,370810126102,"Block Group 2, Census Tract 126.10, Guilford County, North Carolina",60.4,0.2,-,**,-,**
1500000US370810126111,370810126111,"Block Group 1, Census Tract 126.11, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126112,370810126112,"Block Group 2, Census Tract 126.11, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126121,370810126121,"Block Group 1, Census Tract 126.12, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126122,370810126122,"Block Group 2, Census Tract 126.12, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810126123,370810126123,"Block Group 3, Census Tract 126.12, Guilford County, North Carolina",9.3,0.2,7.3,0.2,-,**
1500000US370810126171,370810126171,"Block Group 1, Census Tract 126.17, Guilford County, North Carolina",22.0,20.4,18.4,8.7,32.8,41.5
1500000US370810126172,370810126172,"Block Group 2, Census Tract 126.17, Guilford County, North Carolina",30.2,14.1,22.5,17.0,35.5,0.2
1500000US370810127031,370810127031,"Block Group 1, Census Tract 127.03, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810127032,370810127032,"Block Group 2, Census Tract 127.03, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810127033,370810127033,"Block Group 3, Census Tract 127.03, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810127041,370810127041,"Block Group 1, Census Tract 127.04, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810127042,370810127042,"Block Group 2, Census Tract 127.04, Guilford County, North Carolina",55.1,62.1,-,**,-,**
1500000US370810127043,370810127043,"Block Group 3, Census Tract 127.04, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810127051,370810127051,"Block Group 1, Census Tract 127.05, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810127052,370810127052,"Block Group 2, Census Tract 127.05, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810127061,370810127061,"Block Group 1, Census Tract 127.06, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810127062,370810127062,"Block Group 2, Census Tract 127.06, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810127071,370810127071,"Block Group 1, Census Tract 127.07, Guilford County, North Carolina",30.2,38.4,30.4,34.3,-,**
1500000US370810127072,370810127072,"Block Group 2, Census Tract 127.07, Guilford County, North Carolina",10.9,2.7,-,**,11.0,6.8
1500000US370810128031,370810128031,"Block Group 1, Census Tract 128.03, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810128032,370810128032,"Block Group 2, Census Tract 128.03, Guilford County, North Carolina",17.5,0.3,-,**,17.3,0.2
1500000US370810128041,370810128041,"Block Group 1, Census Tract 128.04, Guilford County, North Carolina",23.3,16.2,9.8,1.9,-,**
1500000US370810128042,370810128042,"Block Group 2, Census Tract 128.04, Guilford County, North Carolina",11.5,0.8,11.1,3.4,-,**
1500000US370810128051,370810128051,"Block Group 1, Census Tract 128.05, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810136011,370810136011,"Block Group 1, Census Tract 136.01, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810136012,370810136012,"Block Group 2, Census Tract 136.01, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810136021,370810136021,"Block Group 1, Census Tract 136.02, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810136022,370810136022,"Block Group 2, Census Tract 136.02, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810136023,370810136023,"Block Group 3, Census Tract 136.02, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810136024,370810136024,"Block Group 4, Census Tract 136.02, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810137001,370810137001,"Block Group 1, Census Tract 137, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810137002,370810137002,"Block Group 2, Census Tract 137, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810137003,370810137003,"Block Group 3, Census Tract 137, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810137004,370810137004,"Block Group 4, Census Tract 137, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810137005,370810137005,"Block Group 5, Census Tract 137, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810138001,370810138001,"Block Group 1, Census Tract 138, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810138002,370810138002,"Block Group 2, Census Tract 138, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810138003,370810138003,"Block Group 3, Census Tract 138, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810138004,370810138004,"Block Group 4, Census Tract 138, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810138005,370810138005,"Block Group 5, Census Tract 138, Guilford County, North Carolina",34.2,31.4,11.7,39.1,-,**
1500000US370810139001,370810139001,"Block Group 1, Census Tract 139, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810139002,370810139002,"Block Group 2, Census Tract 139, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810139003,370810139003,"Block Group 3, Census Tract 139, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810139004,370810139004,"Block Group 4, Census Tract 139, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810140001,370810140001,"Block Group 1, Census Tract 140, Guilford County, North Carolina",27.3,8.8,-,**,12.3,0.4
1500000US370810140002,370810140002,"Block Group 2, Census Tract 140, Guilford County, North Carolina",11.5,4.0,7.7,7.8,13.8,0.7
1500000US370810142001,370810142001,"Block Group 1, Census Tract 142, Guilford County, North Carolina",48.0,15.3,24.6,0.2,-,**
1500000US370810142002,370810142002,"Block Group 2, Census Tract 142, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810142003,370810142003,"Block Group 3, Census Tract 142, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810142004,370810142004,"Block Group 4, Census Tract 142, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810143001,370810143001,"Block Group 1, Census Tract 143, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810143002,370810143002,"Block Group 2, Census Tract 143, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810143003,370810143003,"Block Group 3, Census Tract 143, Guilford County, North Carolina",45.9,6.5,45.9,6.0,-,**
1500000US370810143004,370810143004,"Block Group 4, Census Tract 143, Guilford County, North Carolina",61.4,46.1,65.1,58.8,-,**
1500000US370810144061,370810144061,"Block Group 1, Census Tract 144.06, Guilford County, North Carolina",43.5,9.6,-,**,-,**
1500000US370810144071,370810144071,"Block Group 1, Census Tract 144.07, Guilford County, North Carolina",21.5,4.6,21.1,1.4,34.5,6.9
1500000US370810144072,370810144072,"Block Group 2, Census Tract 144.07, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810144073,370810144073,"Block Group 3, Census Tract 144.07, Guilford County, North Carolina",8.8,0.2,-,**,-,**
1500000US370810144081,370810144081,"Block Group 1, Census Tract 144.08, Guilford County, North Carolina",18.3,5.2,21.6,7.8,18.1,6.3
1500000US370810144091,370810144091,"Block Group 1, Census Tract 144.09, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810144092,370810144092,"Block Group 2, Census Tract 144.09, Guilford County, North Carolina",32.8,18.3,42.2,13.8,-,**
1500000US370810144101,370810144101,"Block Group 1, Census Tract 144.10, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810144102,370810144102,"Block Group 2, Census Tract 144.10, Guilford County, North Carolina",21.8,39.2,-,**,-,**
1500000US370810144103,370810144103,"Block Group 3, Census Tract 144.10, Guilford County, North Carolina",11.2,0.3,11.4,0.2,-,**
1500000US370810144111,370810144111,"Block Group 1, Census Tract 144.11, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810144112,370810144112,"Block Group 2, Census Tract 144.11, Guilford County, North Carolina",5.2,15.4,-,**,5.4,22.0
1500000US370810144113,370810144113,"Block Group 3, Census Tract 144.11, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810144121,370810144121,"Block Group 1, Census Tract 144.12, Guilford County, North Carolina",46.3,5.1,-,**,-,**
1500000US370810144122,370810144122,"Block Group 2, Census Tract 144.12, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810145011,370810145011,"Block Group 1, Census Tract 145.01, Guilford County, North Carolina",5.7,17.5,5.5,18.5,-,**
1500000US370810145012,370810145012,"Block Group 2, Census Tract 145.01, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810145021,370810145021,"Block Group 1, Census Tract 145.02, Guilford County, North Carolina",42.6,33.4,46.5,4.2,20.8,39.4
1500000US370810145022,370810145022,"Block Group 2, Census Tract 145.02, Guilford County, North Carolina",35.1,39.7,-,**,35.1,33.1
1500000US370810145031,370810145031,"Block Group 1, Census Tract 145.03, Guilford County, North Carolina",41.4,42.7,48.5,20.4,18.2,1.4
1500000US370810145032,370810145032,"Block Group 2, Census Tract 145.03, Guilford County, North Carolina",14.4,0.2,14.4,0.2,-,**
1500000US370810151001,370810151001,"Block Group 1, Census Tract 151, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810151002,370810151002,"Block Group 2, Census Tract 151, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810152001,370810152001,"Block Group 1, Census Tract 152, Guilford County, North Carolina",27.5,32.7,27.5,32.7,-,**
1500000US370810152002,370810152002,"Block Group 2, Census Tract 152, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810152003,370810152003,"Block Group 3, Census Tract 152, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810152004,370810152004,"Block Group 4, Census Tract 152, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810153001,370810153001,"Block Group 1, Census Tract 153, Guilford County, North Carolina",12.5,0.2,-,**,-,**
1500000US370810153002,370810153002,"Block Group 2, Census Tract 153, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810153003,370810153003,"Block Group 3, Census Tract 153, Guilford County, North Carolina",22.0,14.1,17.5,0.2,-,**
1500000US370810154011,370810154011,"Block Group 1, Census Tract 154.01, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810154012,370810154012,"Block Group 2, Census Tract 154.01, Guilford County, North Carolina",20.6,0.2,20.6,0.2,-,**
1500000US370810154021,370810154021,"Block Group 1, Census Tract 154.02, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810154022,370810154022,"Block Group 2, Census Tract 154.02, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810154023,370810154023,"Block Group 3, Census Tract 154.02, Guilford County, North Carolina",26.0,5.5,-,**,-,**
1500000US370810154024,370810154024,"Block Group 4, Census Tract 154.02, Guilford County, North Carolina",26.2,15.9,26.9,14.1,11.7,7.4
1500000US370810155001,370810155001,"Block Group 1, Census Tract 155, Guilford County, North Carolina",39.5,33.7,22.2,11.4,-,**
1500000US370810155002,370810155002,"Block Group 2, Census Tract 155, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810156001,370810156001,"Block Group 1, Census Tract 156, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810156002,370810156002,"Block Group 2, Census Tract 156, Guilford County, North Carolina",32.0,33.7,32.0,33.7,-,**
1500000US370810156003,370810156003,"Block Group 3, Census Tract 156, Guilford County, North Carolina",28.8,0.7,28.8,0.7,-,**
1500000US370810157031,370810157031,"Block Group 1, Census Tract 157.03, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810157032,370810157032,"Block Group 2, Census Tract 157.03, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810157033,370810157033,"Block Group 3, Census Tract 157.03, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810157041,370810157041,"Block Group 1, Census Tract 157.04, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810157042,370810157042,"Block Group 2, Census Tract 157.04, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810157051,370810157051,"Block Group 1, Census Tract 157.05, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810157052,370810157052,"Block Group 2, Census Tract 157.05, Guilford County, North Carolina",26.4,4.9,-,**,-,**
1500000US370810157053,370810157053,"Block Group 3, Census Tract 157.05, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810157061,370810157061,"Block Group 1, Census Tract 157.06, Guilford County, North Carolina",53.5,30.3,32.8,40.2,-,**
1500000US370810157062,370810157062,"Block Group 2, Census Tract 157.06, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810157071,370810157071,"Block Group 1, Census Tract 157.07, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810157072,370810157072,"Block Group 2, Census Tract 157.07, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810157073,370810157073,"Block Group 3, Census Tract 157.07, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810158001,370810158001,"Block Group 1, Census Tract 158, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810158002,370810158002,"Block Group 2, Census Tract 158, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810158003,370810158003,"Block Group 3, Census Tract 158, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810159011,370810159011,"Block Group 1, Census Tract 159.01, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810159012,370810159012,"Block Group 2, Census Tract 159.01, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810159021,370810159021,"Block Group 1, Census Tract 159.02, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160031,370810160031,"Block Group 1, Census Tract 160.03, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160032,370810160032,"Block Group 2, Census Tract 160.03, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160051,370810160051,"Block Group 1, Census Tract 160.05, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160061,370810160061,"Block Group 1, Census Tract 160.06, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160062,370810160062,"Block Group 2, Census Tract 160.06, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160071,370810160071,"Block Group 1, Census Tract 160.07, Guilford County, North Carolina",50.6,0.4,-,**,-,**
1500000US370810160072,370810160072,"Block Group 2, Census Tract 160.07, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160073,370810160073,"Block Group 3, Census Tract 160.07, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160081,370810160081,"Block Group 1, Census Tract 160.08, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160082,370810160082,"Block Group 2, Census Tract 160.08, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160083,370810160083,"Block Group 3, Census Tract 160.08, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160091,370810160091,"Block Group 1, Census Tract 160.09, Guilford County, North Carolina",34.4,0.2,-,**,-,**
1500000US370810160092,370810160092,"Block Group 2, Census Tract 160.09, Guilford County, North Carolina",52.2,30.3,17.6,12.7,-,**
1500000US370810160101,370810160101,"Block Group 1, Census Tract 160.10, Guilford County, North Carolina",21.6,2.1,33.2,15.8,21.2,2.0
1500000US370810160102,370810160102,"Block Group 2, Census Tract 160.10, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160111,370810160111,"Block Group 1, Census Tract 160.11, Guilford County, North Carolina",8.7,0.2,-,**,-,**
1500000US370810160112,370810160112,"Block Group 2, Census Tract 160.11, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160113,370810160113,"Block Group 3, Census Tract 160.11, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810160114,370810160114,"Block Group 4, Census Tract 160.11, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810161011,370810161011,"Block Group 1, Census Tract 161.01, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810161012,370810161012,"Block Group 2, Census Tract 161.01, Guilford County, North Carolina",36.3,21.9,36.3,19.8,-,**
1500000US370810161021,370810161021,"Block Group 1, Census Tract 161.02, Guilford County, North Carolina",15.5,0.4,-,**,15.1,18.3
